"taxon","assembly","segment","species","collectionDate","geographicRegion","organismName_host","subtype","genotype","serotype","lineage","clade","HA_type","NA_type","neighbor","neighbor_ani","n_raw","n_qc"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-445.fa.gz","5","Alphainfluenzavirus influenzae","2018 - 2019","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","4","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-446.fa.gz","5","Alphainfluenzavirus influenzae","2016","Europe","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-447.fa.gz","5","Alphainfluenzavirus influenzae","2016","Europe","Swine","","","H3N2","","3C.3a","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-301.fa.gz","5","Alphainfluenzavirus influenzae","2022 - 2023","South America","Human","","","H1N1","pdm09","[6B.1; unassigned]","H1","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-450.fa.gz","5","Alphainfluenzavirus influenzae","2022","Asia","Swine","","","H1N1","pdm09","unassigned","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-119.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","Asia","Swine","","","H1N1","pdm09","unassigned","H1","N1","[Alphainfluenzavirus-5-440; Alphainfluenzavirus-5-168]","97","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-384.fa.gz","5","Alphainfluenzavirus influenzae","2019 - 2023","Europe","[Human; Pig; Swine]","","","[H1N2; H1N1]","","unassigned","H1","[N2; N1]","","0","6","6"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-105.fa.gz","5","Alphainfluenzavirus influenzae","1968 - 2023","[North America; Asia]","[Human; Homo sapiens]","","","[H1N1; H3N2; H2N2]","pdm09","[6B.1A.5a.2a.1; 3C.2a1b.2a.2a]","[H1; H3]","[N1; N2]","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-108.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Human","","","H1N1","pdm09","6B.1A.5a.2a","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-109.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H3N2","","unassigned","H3","N2","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-111.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","[Human; Swine]","","","H1N2","","unassigned","H1","N2","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-112.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-13.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","Asia","Swine","","","H1N1","pdm09","unassigned","H1","N1","","0","8","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-116.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2024","North America","[Turkey; Swine]","","","[H3N2; H1N1]","","[3C.2; unassigned; 6B.1]","[H3; H1]","[N2; N1]","","0","14","11"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-117.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-118.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","[H3N2; H1N2]","","unassigned","[H3; H1]","N2","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-120.fa.gz","5","Alphainfluenzavirus influenzae","2020","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-149.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-150.fa.gz","5","Alphainfluenzavirus influenzae","2014 - 2018","North America","Human","","","[H3N2; H1N1; H1N2]","","[3C.3a; 6B.1]","[H3; H1]","[N2; N1]","","0","10","8"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-152.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Swine","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-153.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-154.fa.gz","5","Alphainfluenzavirus influenzae","2022","Asia","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-155.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-26.fa.gz","5","Alphainfluenzavirus influenzae","2016 - 2023","North America","[Swine; Human]","","","H3N2","","[unassigned; 3C.2]","H3","N2","","0","5","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-162.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-163.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-164.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Human","","","H1N1","","unassigned","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-165.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Swine","","","H1N1","","unassigned","H1","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-166.fa.gz","5","Alphainfluenzavirus influenzae","2020 - 2022","Asia","Swine","","","H1N1","","unassigned","H1","N1","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-168.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2024","North America","[Swine; Sus scrofa scrofa; Human]","","","[H3N2; H1N1; H1N2]","","[3C.2; 3C.3a; unassigned]","[H3; H1]","[N2; N1]","Alphainfluenzavirus-5-119","97","56","24"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-177.fa.gz","5","Alphainfluenzavirus influenzae","2019","Asia","Goose","","","H6N2","","","H6","N2","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-178.fa.gz","5","Alphainfluenzavirus influenzae","2022 - 2023","North America","[Avian; Duck]","","","H5N1","","2.3.4.4b","H5","N1","","0","16","7"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-179.fa.gz","5","Alphainfluenzavirus influenzae","2023 - 2024","North America","[Other mammals; Avian; Goose; Human]","","","H5N1","","2.3.4.4b","H5","N1","","0","23","11"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-181.fa.gz","5","Alphainfluenzavirus influenzae","2022","North America","Avian","","","H5N4","","2.3.4.4b","H5","N4","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-31.fa.gz","5","Alphainfluenzavirus influenzae","2019","South America","Other avian","","","H2N1","","","H2","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-32.fa.gz","5","Alphainfluenzavirus influenzae","2019","Asia","Human","","","H9N2","","","H9","N2","Alphainfluenzavirus-5-186","97","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-183.fa.gz","5","Alphainfluenzavirus influenzae","2016 - 2017","Asia","Human","","","H7N9","","","H7","N9","[Alphainfluenzavirus-5-191; Alphainfluenzavirus-5-34]","98","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-186.fa.gz","5","Alphainfluenzavirus influenzae","2017","Africa","[Chicken; Gallus gallus]","","","H9N2","","","H9","N2","[Alphainfluenzavirus-5-32; Alphainfluenzavirus-5-55; Alphainfluenzavirus-5-287]","97","6","4"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-191.fa.gz","5","Alphainfluenzavirus influenzae","2014","Asia","Human","","","H7N9","","","H7","N9","[Alphainfluenzavirus-5-183; Alphainfluenzavirus-5-159; Alphainfluenzavirus-5-34]","98","3","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-192.fa.gz","5","Alphainfluenzavirus influenzae","2022","North America","[Pheasant; Mallard]","","","H5N1","","2.3.4.4b","H5","N1","","0","4","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-193.fa.gz","5","Alphainfluenzavirus influenzae","2022","Asia","Duck","","","H6N6","","","H6","N6","","0","5","4"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-194.fa.gz","5","Alphainfluenzavirus influenzae","2023","Asia","[Water sample; Environment]","","","H7N9","","","H7","N9","[Alphainfluenzavirus-5-183; Alphainfluenzavirus-5-159]","96","3","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-198.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Other avian","","","H10N4","","","H1","N4","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-199.fa.gz","5","Alphainfluenzavirus influenzae","2020","Asia","Human","","","H9N2","","","H9","N2","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-205.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Chicken","","","H9N2","","","H9","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-73.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","[Avian; Other mammals; Goose]","","","[H5N1; H10N5]","","2.3.4.4b","[H5; H1]","[N1; N5]","[Alphainfluenzavirus-5-38; Alphainfluenzavirus-5-34]","97","38","25"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-212.fa.gz","5","Alphainfluenzavirus influenzae","1918","North America","Human","","","H1N1","","unassigned","H1","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-214.fa.gz","5","Alphainfluenzavirus influenzae","2018 - 2021","Asia","[Chicken; Human]","","","H5N6","","2.3.4.4h","H5","N6","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-216.fa.gz","5","Alphainfluenzavirus influenzae","2020","North America","Chicken","","","H2N2","","","H2","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-217.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","Europe","[Avian; Calidris canutus; Falco tinnunculus; Buteo buteo; Calidris alba]","","","[H5N3; H5N8; H5N1]","","2.3.4.4b","H5","[N3; N8; N1]","","0","11","11"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-218.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Avian","","","H6N1","","","H6","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-219.fa.gz","5","Alphainfluenzavirus influenzae","2014 - 2015","Europe","[Turkey; Gallus gallus; Cygnus olor; Anas sp.]","","","H5N8","","2.3.4.4c","H5","N8","","0","7","7"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-222.fa.gz","5","Alphainfluenzavirus influenzae","2017","Africa","Duck","","","H5N8","","2.3.4.4b","H5","N8","","0","5","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-224.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","[Duck; Avian]","","","[H11N2; H5N9]","","EA_nonGsGD","[H11; H5]","[N2; N9]","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-57.fa.gz","5","Alphainfluenzavirus influenzae","2017 - 2019","[Africa; Asia; Europe]","[Chicken; Avian; Other avian; Sandpiper; Duck; Turkey]","","","[H5N8; H5N6; H5N1]","","[2.3.4.4b; EA_nonGsGD]","H5","[N8; N6; N1]","","0","16","11"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-226.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Avian","","","H6N1","","","H6","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-228.fa.gz","5","Alphainfluenzavirus influenzae","2022","Oceania","Other avian","","","H11N9","","","H11","N9","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-233.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","[Asia; Europe]","[Avian; Goose]","","","[H3N2; H5N1]","","[3C.2; 2.3.4.4b]","[H3; H5]","[N2; N1]","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-234.fa.gz","5","Alphainfluenzavirus influenzae","2022 - 2024","Europe","[Wild bird; Gallus gallus]","","","H5N1","","[2.3.4.4b; EA_nonGsGD]","H5","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-235.fa.gz","5","Alphainfluenzavirus influenzae","2020 - 2021","Asia","[Other environment; Other avian; Avian]","","","[H5N8; H6N1; H1N3]","","[2.3.4.4b; unassigned]","[H5; H6; H1]","[N8; N1; N3]","[Alphainfluenzavirus-5-71; Alphainfluenzavirus-5-40]","97","16","10"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-242.fa.gz","5","Alphainfluenzavirus influenzae","2018","Asia","[Duck; Avian]","","","H5N6","","2.3.4.4h","H5","N6","","0","9","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-244.fa.gz","5","Alphainfluenzavirus influenzae","2015","Africa","Human","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-245.fa.gz","5","Alphainfluenzavirus influenzae","2011","Africa","Human","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-246.fa.gz","5","Alphainfluenzavirus influenzae","2020","Asia","Goose","","","H6N2","","","H6","N2","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-251.fa.gz","5","Alphainfluenzavirus influenzae","2021","Asia","Human","","","H5N6","","2.3.4.4b","H5","N6","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-256.fa.gz","5","Alphainfluenzavirus influenzae","2019","Asia","Human","","","H5N1","","2.3.2.1a","H5","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-257.fa.gz","5","Alphainfluenzavirus influenzae","2018","Asia","Duck","","","H4N2","","","H4","N2","","0","3","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-259.fa.gz","5","Alphainfluenzavirus influenzae","2020","Asia","Duck","","","H6N6","","","H6","N6","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-262.fa.gz","5","Alphainfluenzavirus influenzae","2022 - 2023","[North America; Asia]","[Duck; Chicken]","","","H5N1","","[2.3.4.4b; 2.3.2.1c]","H5","N1","","0","3","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-264.fa.gz","5","Alphainfluenzavirus influenzae","2020","Asia","Other environment","","","H5N8","","2.3.4.4b","H5","N8","","0","23","12"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-40.fa.gz","5","Alphainfluenzavirus influenzae","2019 - 2020","Asia","Duck","","","H3N2","","unassigned","H3","N2","Alphainfluenzavirus-5-235","97","3","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-265.fa.gz","5","Alphainfluenzavirus influenzae","2019 - 2020","Asia","Duck","","","H3N2","","unassigned","H3","N2","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-266.fa.gz","5","Alphainfluenzavirus influenzae","2022","Asia","Swine","","","H1N1","pdm09","unassigned","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-267.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","[H1N1; H1N2]","","[6B.1; unassigned]","H1","[N1; N2]","","0","5","4"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-268.fa.gz","5","Alphainfluenzavirus influenzae","2011","Africa","Human","","","H3N2","","3C.2","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-272.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Swine","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-275.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","Asia","Duck","","","H6N6","","","H6","N6","","0","3","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-278.fa.gz","5","Alphainfluenzavirus influenzae","2012","Asia","Gallus gallus","","","H3N6","","unassigned","H3","N6","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-280.fa.gz","5","Alphainfluenzavirus influenzae","2011","Europe","Equine","","","H3N8","","","H3","N8","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-282.fa.gz","5","Alphainfluenzavirus influenzae","2021","Europe","Avian","","","H5N1","","2.3.4.4b","H5","N1","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-42.fa.gz","5","Alphainfluenzavirus influenzae","2021","Europe","Chicken","","","H5N1","","2.3.4.4b","H5","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-283.fa.gz","5","Alphainfluenzavirus influenzae","2013","Asia","Gallus gallus","","","H6N2","","","H6","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-287.fa.gz","5","Alphainfluenzavirus influenzae","2022","Africa","Chicken","","","H9N2","","","H9","N2","Alphainfluenzavirus-5-186","97","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-293.fa.gz","5","Alphainfluenzavirus influenzae","2004","North America","Coturnix japonica","","","H6N2","","","","","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-45.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","[Europe; Asia]","[Anas platyrhynchos; Avian]","","","[H3N2; H2N5]","","unassigned","[H3; H2]","[N2; N5]","","0","3","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-295.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N1","","unassigned","H1","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-297.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N1","","unassigned","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-298.fa.gz","5","Alphainfluenzavirus influenzae","2019","Europe","Swine","","","H1N1","","unassigned","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-300.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H3N2","","unassigned","H3","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-302.fa.gz","5","Alphainfluenzavirus influenzae","2017","North America","Human","","","H1N2","","6B.1","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-303.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2022","Europe","Swine","","","H1N1","pdm09","unassigned","H1","N1","","0","8","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-304.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Swine","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-305.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-306.fa.gz","5","Alphainfluenzavirus influenzae","2015 - 2016","[South America; North America]","Human","","","H1N1","pdm09","6B.1","H1","N1","","0","6","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-309.fa.gz","5","Alphainfluenzavirus influenzae","2017 - 2019","North America","Human","","","[H3N2; H1N2; H1N1]","pdm09","[3C.2; 6B.1; 6B.1A]","[H3; H1]","[N2; N1]","","0","33","9"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-311.fa.gz","5","Alphainfluenzavirus influenzae","2021","North America","Human","","","H1N2","","6B.1","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-312.fa.gz","5","Alphainfluenzavirus influenzae","2017","North America","Human","","","H1N1","pdm09","6B.1","H1","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-313.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2023","Europe","Swine","","","H1N2","","unassigned","H1","N2","","0","5","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-314.fa.gz","5","Alphainfluenzavirus influenzae","2021","Europe","Swine","","","H1N2","","unassigned","H1","N2","","0","9","7"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-315.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-316.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-317.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N1","","unassigned","H1","N1","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-318.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Pig","","","H1N2","","unassigned","H1","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-319.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","Avian","","","H9N2","","","H9","N2","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-320.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","Avian","","","H9N2","","","H9","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-47.fa.gz","5","Alphainfluenzavirus influenzae","2016 - 2018","Asia","Avian","","","H9N2","","","H9","N2","Alphainfluenzavirus-5-90","97","11","8"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-326.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","Avian","","","H9N2","","","H9","N2","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-327.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","[Avian; Environment]","","","H9N2","","","H9","N2","","0","5","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-328.fa.gz","5","Alphainfluenzavirus influenzae","2017","Asia","Environment","","","H9N2","","","H9","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-331.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Avian","","","[H13N2; H16N3]","","","[H13; H16]","[N2; N3]","","0","4","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-332.fa.gz","5","Alphainfluenzavirus influenzae","2023","North America","Avian","","","H13N6","","","H13","N6","","0","4","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-62.fa.gz","5","Alphainfluenzavirus influenzae","2020 - 2023","Europe","[Pig; Human]","","","[H1N2; H1N1]","","unassigned","H1","[N2; N1]","Alphainfluenzavirus-5-387","97","11","6"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-334.fa.gz","5","Alphainfluenzavirus influenzae","2004","North America","Gallus gallus","","","H6N2","","","","","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-51.fa.gz","5","Alphainfluenzavirus influenzae","2020 - 2021","Europe","[Human; Swine]","","","H1N2","","[6B.1; unassigned; 6B.1A.5a.2]","H1","N2","","0","30","18"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-52.fa.gz","5","Alphainfluenzavirus influenzae","2022 - 2024","Europe","[Swine; Pig; Human]","","","H1N1","","unassigned","H1","N1","","0","10","9"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-335.fa.gz","5","Alphainfluenzavirus influenzae","2018","Asia","Avian","","","H9N2","","","H9","N2","","0","13","11"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-336.fa.gz","5","Alphainfluenzavirus influenzae","2017 - 2018","Asia","Avian","","","H9N2","","","H9","N2","","0","9","8"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-337.fa.gz","5","Alphainfluenzavirus influenzae","2018","Asia","Avian","","","H9N2","","","H9","N2","","0","5","4"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-339.fa.gz","5","Alphainfluenzavirus influenzae","2014","Europe","Chicken","","","H5N1","","EA_nonGsGD","H5","N1","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-340.fa.gz","5","Alphainfluenzavirus influenzae","2017","Asia","Avian","","","H6N7","","","H6","N7","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-55.fa.gz","5","Alphainfluenzavirus influenzae","2017 - 2018","Asia","Avian","","","H9N2","","","H9","N2","Alphainfluenzavirus-5-186","97","32","25"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-348.fa.gz","5","Alphainfluenzavirus influenzae","2016 - 2017","Asia","Avian","","","H5N1","","2.3.2.1a","H5","N1","","0","7","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-351.fa.gz","5","Alphainfluenzavirus influenzae","2009 - 2010","Europe","[Duck; Gallus gallus]","","","[H9N2; H6N1]","","","[H9; H6]","[N2; N1]","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-56.fa.gz","5","Alphainfluenzavirus influenzae","2016","[Asia; Europe]","[Avian; Cygnus olor]","","","[H1N4; H5N5]","","[unassigned; 2.3.4.4b]","[H1; H5]","[N4; N5]","","0","2","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-352.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","Avian","","","H2N3","","","H2","N3","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-354.fa.gz","5","Alphainfluenzavirus influenzae","2023","Asia","Avian","","","H12N7","","","H12","N7","","0","2","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-355.fa.gz","5","Alphainfluenzavirus influenzae","2013","Europe","[Gallus gallus; Chicken]","","","H7N7","","","H7","N7","","0","3","2"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-357.fa.gz","5","Alphainfluenzavirus influenzae","2016","Asia","Avian","","","H9N2","","","H9","N2","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-358.fa.gz","5","Alphainfluenzavirus influenzae","2014","Europe","Anas platyrhynchos","","","H11N9","","","H11","N9","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-365.fa.gz","5","Alphainfluenzavirus influenzae","2021 - 2023","Europe","Avian","","","[H5N2; H5N1; H5N3]","","[EA_nonGsGD; 2.3.4.4b]","H5","[N2; N1; N3]","","0","5","5"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-366.fa.gz","5","Alphainfluenzavirus influenzae","2023","Europe","Avian","","","H5N3","","EA_nonGsGD","H5","N3","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-367.fa.gz","5","Alphainfluenzavirus influenzae","2023","Asia","Duck","","","[H1N7; H10N7]","","unassigned","H1","N7","","0","16","3"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-368.fa.gz","5","Alphainfluenzavirus influenzae","2023","Asia","Duck","","","H8N4","","","H8","N4","","0","1","1"
"Alphainfluenzavirus","references/Alphainfluenzavirus-5-369.fa.gz","5","Alphainfluenzavirus influenzae","2002","Europe","Turkey","","","H7N3","","","H7","N3","","0","2","1"
